['sh', 'sh600122', '2013-08-21', '3.69', '4.07', '3.68', '4.07', '78359312.0', '312006239.0', 0.38000000000000034]
['sh', 'sh600122', '2014-02-12', '4.45', '4.92', '4.43', '4.92', '95518421.0', '460612117.0', 0.46999999999999975]
['sh', 'sh600123', '2013-01-09', '20.33', '22.15', '20.2', '22.12', '61018534.0', '1281332779.0', 1.7900000000000027]
['sh', 'sh600123', '2014-05-12', '7.63', '8.37', '7.56', '8.37', '49831502.0', '406664397.0', 0.7399999999999993]
['sh', 'sh600125', '2013-02-08', '7.19', '7.79', '7.19', '7.75', '41883595.0', '317140847.0', 0.5599999999999996]
['sh', 'sh600125', '2014-12-19', '8.73', '9.55', '8.7', '9.46', '81156623.0', '746512309.0', 0.7300000000000004]
['sh', 'sh600126', '2013-11-28', '4.11', '4.54', '4.08', '4.54', '35716224.0', '158137283.0', 0.4299999999999997]
['sh', 'sh600126', '2014-12-11', '5.77', '6.35', '5.72', '6.26', '25562225.0', '154641342.0', 0.4900000000000002]
['sh', 'sh600127', '2013-12-11', '4.83', '5.36', '4.73', '5.19', '59955485.0', '304519710.0', 0.3600000000000003]
['sh', 'sh600127', '2014-03-12', '4.35', '4.75', '4.31', '4.69', '18875091.0', '86337695.0', 0.34000000000000075]
['sh', 'sh600128', '2013-08-28', '9.2', '10.1', '9.03', '9.85', '24931919.0', '243717871.0', 0.6500000000000004]
['sh', 'sh600128', '2014-11-28', '13.2', '14.51', '13.02', '14.33', '30902430.0', '426533209.0', 1.1300000000000008]
['sh', 'sh600129', '2013-06-05', '9.46', '10.33', '9.41', '10.31', '26988959.0', '271956164.0', 0.8499999999999996]
['sh', 'sh600129', '2014-10-20', '15.98', '17.53', '15.98', '17.52', '14776586.0', '250982352.0', 1.5399999999999991]
['sh', 'sh600130', '2013-11-26', '4.1', '4.54', '4.02', '4.54', '69979684.0', '303836387.0', 0.4400000000000004]
['sh', 'sh600130', '2014-08-13', '4.85', '5.35', '4.78', '5.35', '37813771.0', '194009545.0', 0.5]
['sh', 'sh600131', '2013-01-16', '5.58', '6.15', '5.56', '6.15', '38087245.0', '226164892.0', 0.5700000000000003]
